what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1384675772328
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1384675775799
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384675800070
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384675822618
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384675840032
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384675845424
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384675848369
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384675876119
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384675886045
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384675889561
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384675896866
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1384675903653
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384675906316
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384675906473
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384675909733
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384675930341
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384675952372
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384675966684
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384676036715
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384676047113
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384676121714
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384676163937
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384676168366
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384676184701
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384676189058
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384676217829
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384676239302
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384676241861
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384676256101
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384676260279
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384676283102
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384676288236
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384676306452
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384676310201
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384676312142
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384676320877
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384676401709
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1384676440366
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1384676456253
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384676458609
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384676493303
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384676524695
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384676566053
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384676579580
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384676590920
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384676600275
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384676624226
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384676645392
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384676667857
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384676679270
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384676711602
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384676716472
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384676727443
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384676785145
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384676789487
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384676797702
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384676804021
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384676806446
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384676811250
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384676816316
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384676819868
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384676822469
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384676844530
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384676845374
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384676846617
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384676852023
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384676854150
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384676858816
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384676861739
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384676865977
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384676926038
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384676928433
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384676932031
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384676940594
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384676943138
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384676945124
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384677007218
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384677050046
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384677061258
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384677066145
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384677115375
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384677135197
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384677155719
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384677184461
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384677199928
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384677204705
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384677229581
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384677445663
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384677447349
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384677447800
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384677465568
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384677493800
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384677497518
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384677506903
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1384677642164
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1384677645207
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384677647508
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384677659618
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384677669940
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384677682509
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384677978407
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384677991704
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384678079477
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384678155219
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384678155610
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384678157678
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384678158100
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384678158828
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1384678175224
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1384678180086
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384678183882
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384678201986
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384678244337
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384678295349
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384678358571
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384678359240
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384678364617
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384678373423
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384678420901
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384678530196
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384678575994
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1384678598027
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1384678604255
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384678605394
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1384678624940
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384678626177
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1384678627536
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1384678631751
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384678632768
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384678641432
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384678664171
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384678681582
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384678684531
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384678692394
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1384678733291
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1384678735480
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384678753539
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384678756248
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384678799431
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384678869608
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384678870589
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384678928974
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384678939470
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384678983792
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384679008681
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384679024709
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384679031998
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384679048505
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384679076362
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384679084340
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384679088932
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384679091487
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384679098724
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384679110174
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384679113135
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384679119909
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384679149684
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384679155916
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384679167505
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384679186523
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384679187724
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384679266633
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384679286425
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384679289120
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384679292349
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1384679309502
